symbol,date,regime,price_open,price_close,price_max,price_min,tick_count
BNBUSDT,2024-01-20,volatile,314.7,317.2,317.3,312.2,89779
BNBUSDT,2024-01-21,volatile,317.3,318.6,321.7,316.1,88545
BNBUSDT,2024-01-22,trending,318.7,305.9,320.3,303.6,121111
BNBUSDT,2024-01-23,volatile,305.9,298.8,311.7,290.3,146852
BNBUSDT,2024-01-24,volatile,298.8,293.1,300.7,290.3,118975
BNBUSDT,2024-01-25,mean_reverting,293.0,292.1,296.7,287.5,147363
BNBUSDT,2024-01-26,trending,292.1,302.2,304.2,290.7,121940
BNBUSDT,2024-01-27,volatile,302.2,305.6,307.7,301.9,80779
BNBUSDT,2024-01-28,mean_reverting,305.7,305.3,309.1,303.1,87441
BNBUSDT,2024-01-29,trending,305.3,310.7,311.0,304.4,106497
BNBUSDT,2024-01-30,volatile,310.7,307.6,313.1,306.3,98831
BNBUSDT,2024-01-31,trending,307.7,300.5,308.2,298.6,107437
